No,Rank,Total Score,Class,Total POI in Grid,[Raw] PUSAT PERBELANJAAN,[Raw] RESTORAN,[Raw] NEGERI,[Raw] KERETA API,[Raw] RUMAH SAKIT UMUM DAERAH/NEGERI,[Raw] USIA 25-29,[Raw] USIA 30-34,[Raw] S1,[Raw] WIRASWASTA,[Raw] PERDAGANGAN,[Normalized] PUSAT PERBELANJAAN,[Normalized] RESTORAN,[Normalized] NEGERI,[Normalized] KERETA API,[Normalized] RUMAH SAKIT UMUM DAERAH/NEGERI,[Normalized] USIA 25-29,[Normalized] USIA 30-34,[Normalized] S1,[Normalized] WIRASWASTA,[Normalized] PERDAGANGAN,[Final] PUSAT PERBELANJAAN,[Final] RESTORAN,[Final] NEGERI,[Final] KERETA API,[Final] RUMAH SAKIT UMUM DAERAH/NEGERI,[Final] USIA 25-29,[Final] USIA 30-34,[Final] S1,[Final] WIRASWASTA,[Final] PERDAGANGAN,ID_GRID
373,373,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,370
374,374,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,371
375,375,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,372
376,376,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,373
377,377,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,374
378,378,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,375
379,379,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,376
380,380,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,377
381,381,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,378
382,382,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,379
383,383,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,380
384,384,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,381
385,385,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,382
386,386,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,383
387,387,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,384
388,388,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,385
389,389,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,386
390,390,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,387
391,391,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,388
392,392,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,389
393,393,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,390
394,394,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,391
395,395,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,392
396,396,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,393
397,397,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,394
398,398,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,395
399,399,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,396
400,400,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,397
401,401,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,398
402,402,63.735522578071894,Sesuai,0,0,0,0,0,0,2062,2067,4688,1966,65,0.0,0,0,0,0.0,0.5819243774976944,0.6403712296983759,0.7327783219066275,0.6004680708793045,0.41139240506329117,0.0,0,0.0,0.0,0.0,0.05968455153822507,0.0656791004818847,0.09394593870597788,0.061586468808133794,0.03164556962025317,399
403,403,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,402
404,404,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,403
405,405,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,404
406,406,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,405
407,407,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,406
408,408,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,407
409,409,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,408
410,410,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,409
411,411,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,410
412,412,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,411
413,413,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,412
414,414,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,413
415,415,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,414
416,416,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,415
417,417,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,416
418,418,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,417
419,419,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,418
420,420,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,419
421,421,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,420
422,422,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,421
423,423,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,422
424,424,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,423
425,425,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,424
426,426,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,425
427,427,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,426
428,428,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,427
429,429,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,428
430,430,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,429
431,431,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,430
432,432,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,431
433,433,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,432
434,434,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,433
435,435,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,434
436,436,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,435
437,437,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,436
438,438,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,437
439,439,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,438
440,440,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,439
441,441,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,440
442,442,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,441
443,443,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,442
444,444,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,443
445,445,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,444
446,446,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,445
447,447,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,446
448,448,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,447
449,449,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,448
450,450,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,449
451,451,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,450
452,452,62.53539084319457,Sesuai,0,0,0,0,0,0,2139,2229,4396,2017,46,0.0,0,0,0,0.0,0.6055948355364279,0.6940669539277428,0.6851126346718903,0.6175192243396858,0.2911392405063291,0.0,0,0.0,0.0,0.0,0.06211229082424901,0.07118635424899926,0.08783495316306285,0.06333530506048059,0.022395326192794548,451
